Series Name,Country Name,Country Code,Year,Value
"Youth illiterate population, 15-24 years, both sexes (number)",Latin America & Caribbean,LCN,2017,1664564.0
"Youth illiterate population, 15-24 years, both sexes (number)",Latin America & Caribbean (excluding high income),LAC,2017,1588141.0
"Youth illiterate population, 15-24 years, both sexes (number)",Latin America & Caribbean (IDA & IBRD),TLA,2017,1628172.0
"Youth illiterate population, 15-24 years, both sexes (number)",Least developed countries: UN classification,LDC,2017,44917482.0
"Youth illiterate population, 15-24 years, both sexes (number)",Low & middle income,LMY,2017,98728575.0
"Youth illiterate population, 15-24 years, both sexes (number)",Low income,LIC,2017,35510053.0
"Youth illiterate population, 15-24 years, both sexes (number)",Lower middle income,LMC,2017,59990172.0
"Youth illiterate population, 15-24 years, both sexes (number)",Middle East & North Africa,MEA,2017,4693157.0
"Youth illiterate population, 15-24 years, both sexes (number)",Middle East & North Africa (excluding high income),MNA,2017,4601275.0
"Youth illiterate population, 15-24 years, both sexes (number)",Middle East & North Africa (IDA & IBRD),TMN,2017,4595378.0
"Youth illiterate population, 15-24 years, both sexes (number)",Middle income,MIC,2017,63218522.0
"Youth illiterate population, 15-24 years, both sexes (number)",Other small states,OSS,2017,544556.0
"Youth illiterate population, 15-24 years, both sexes (number)",Pre-demographic dividend,PRE,2017,46289786.0
"Youth illiterate population, 15-24 years, both sexes (number)",Small states,SST,2017,599346.0
"Youth illiterate population, 15-24 years, both sexes (number)",South Asia,SAS,2017,38030274.0
"Youth illiterate population, 15-24 years, both sexes (number)",South Asia (IDA & IBRD),TSA,2017,38030274.0
"Youth illiterate population, 15-24 years, both sexes (number)",Sub-Saharan Africa,SSF,2017,50776782.0
"Youth illiterate population, 15-24 years, both sexes (number)",Sub-Saharan Africa (excluding high income),SSA,2017,50774593.0
"Youth illiterate population, 15-24 years, both sexes (number)",Sub-Saharan Africa (IDA & IBRD),TSS,2017,50776782.0
"Youth illiterate population, 15-24 years, both sexes (number)",Upper middle income,UMC,2017,3228350.0
"Youth illiterate population, 15-24 years, both sexes (number)",World,WLD,2017,100038622.0
GDP per capita (constant 2010 US$),Africa Eastern and Southern,AFE,2017,1545.20313608983
GDP per capita (constant 2010 US$),Africa Western and Central,AFW,2017,1827.64541568267
GDP per capita (constant 2010 US$),Arab World,ARB,2017,6332.50798719494
GDP per capita (constant 2010 US$),Caribbean small states,CSS,2017,10087.8583135739
GDP per capita (constant 2010 US$),Central Europe and the Baltics,CEB,2017,13596.0111115604
GDP per capita (constant 2010 US$),Early-demographic dividend,EAR,2017,3431.30953975685
GDP per capita (constant 2010 US$),East Asia & Pacific,EAS,2017,10392.1381962884
GDP per capita (constant 2010 US$),East Asia & Pacific (excluding high income),EAP,2017,7280.74943102397
GDP per capita (constant 2010 US$),East Asia & Pacific (IDA & IBRD),TEA,2017,7361.88383080598
GDP per capita (constant 2010 US$),Euro area,EMU,2017,35766.5448675701
GDP per capita (constant 2010 US$),Europe & Central Asia,ECS,2017,23495.7377688729
GDP per capita (constant 2010 US$),Europe & Central Asia (excluding high income),ECA,2017,7814.12677657518
GDP per capita (constant 2010 US$),Europe & Central Asia (IDA & IBRD),TEC,2017,8442.61033360936
GDP per capita (constant 2010 US$),European Union,EUU,2017,31854.8908669197
GDP per capita (constant 2010 US$),Fragile and conflict affected situations,FCS,2017,1894.0581638444
GDP per capita (constant 2010 US$),Heavily indebted poor countries (HIPC),HPC,2017,994.780633285823
GDP per capita (constant 2010 US$),High income,HIC,2017,41068.2267158604
GDP per capita (constant 2010 US$),IBRD only,IBD,2017,5976.12036673664
GDP per capita (constant 2010 US$),IDA & IBRD total,IBT,2017,4803.41181216723
GDP per capita (constant 2010 US$),IDA blend,IDB,2017,2002.27334038755
GDP per capita (constant 2010 US$),IDA only,IDX,2017,1125.06722144261
GDP per capita (constant 2010 US$),IDA total,IDA,2017,1417.03480708365
GDP per capita (constant 2010 US$),Late-demographic dividend,LTE,2017,8924.82157345921
GDP per capita (constant 2010 US$),Latin America & Caribbean,LCN,2017,8678.15297137226
GDP per capita (constant 2010 US$),Latin America & Caribbean (excluding high income),LAC,2017,8245.88517856565
GDP per capita (constant 2010 US$),Latin America & Caribbean (IDA & IBRD),TLA,2017,8534.96130204903
GDP per capita (constant 2010 US$),Least developed countries: UN classification,LDC,2017,1035.08536635312
GDP per capita (constant 2010 US$),Low & middle income,LMY,2017,4651.97494602008
GDP per capita (constant 2010 US$),Low income,LIC,2017,771.301758788798
GDP per capita (constant 2010 US$),Lower middle income,LMC,2017,2136.55928147753
GDP per capita (constant 2010 US$),Middle East & North Africa,MEA,2017,7394.31005124674
GDP per capita (constant 2010 US$),Middle East & North Africa (excluding high income),MNA,2017,3992.07288275401
GDP per capita (constant 2010 US$),Middle East & North Africa (IDA & IBRD),TMN,2017,3998.16093727039
GDP per capita (constant 2010 US$),Middle income,MIC,2017,5069.90206925451
GDP per capita (constant 2010 US$),North America,NAC,2017,56815.1308461728
GDP per capita (constant 2010 US$),OECD members,OED,2017,36757.9080617614
GDP per capita (constant 2010 US$),Other small states,OSS,2017,12489.6683968802
GDP per capita (constant 2010 US$),Pacific island small states,PSS,2017,3928.69030094845
GDP per capita (constant 2010 US$),Post-demographic dividend,PST,2017,41974.6997914879
GDP per capita (constant 2010 US$),Pre-demographic dividend,PRE,2017,1537.87427923681
GDP per capita (constant 2010 US$),Small states,SST,2017,11536.7744957362
GDP per capita (constant 2010 US$),South Asia,SAS,2017,1724.93769174609
GDP per capita (constant 2010 US$),South Asia (IDA & IBRD),TSA,2017,1724.93769174609
GDP per capita (constant 2010 US$),Sub-Saharan Africa,SSF,2017,1659.66265663628
GDP per capita (constant 2010 US$),Sub-Saharan Africa (excluding high income),SSA,2017,1658.39911205181
GDP per capita (constant 2010 US$),Sub-Saharan Africa (IDA & IBRD),TSS,2017,1659.66265663628
GDP per capita (constant 2010 US$),Upper middle income,UMC,2017,8299.10209195527
GDP per capita (constant 2010 US$),World,WLD,2017,10560.2528599222
"Government expenditure on education, total (% of GDP)",Africa Eastern and Southern,AFE,2018,4.73974990844727
"Government expenditure on education, total (% of GDP)",Africa Western and Central,AFW,2018,3.07154297828674
"Government expenditure on education, total (% of GDP)",Caribbean small states,CSS,2018,4.31529986858368
"Government expenditure on education, total (% of GDP)",Central Europe and the Baltics,CEB,2018,4.24356985092163
"Government expenditure on education, total (% of GDP)",Early-demographic dividend,EAR,2018,3.75143003463745
"Government expenditure on education, total (% of GDP)",East Asia & Pacific,EAS,2018,3.31080508232117
"Government expenditure on education, total (% of GDP)",East Asia & Pacific (excluding high income),EAP,2018,3.24653208255768
"Government expenditure on education, total (% of GDP)",East Asia & Pacific (IDA & IBRD),TEA,2018,3.24653208255768
"Government expenditure on education, total (% of GDP)",Euro area,EMU,2018,4.93455982208252
"Government expenditure on education, total (% of GDP)",Europe & Central Asia,ECS,2018,4.67667984962464
"Government expenditure on education, total (% of GDP)",Europe & Central Asia (excluding high income),ECA,2018,4.30003976821899
"Government expenditure on education, total (% of GDP)",Europe & Central Asia (IDA & IBRD),TEC,2018,4.17266488075256
"Government expenditure on education, total (% of GDP)",European Union,EUU,2018,4.62343978881836
"Government expenditure on education, total (% of GDP)",Fragile and conflict affected situations,FCS,2018,3.0132200717926
"Government expenditure on education, total (% of GDP)",Heavily indebted poor countries (HIPC),HPC,2018,3.39011991024017
"Government expenditure on education, total (% of GDP)",High income,HIC,2018,4.67515993118286
"Government expenditure on education, total (% of GDP)",IBRD only,IBD,2018,3.99742722511292
"Government expenditure on education, total (% of GDP)",IDA & IBRD total,IBT,2018,3.70673000812531
"Government expenditure on education, total (% of GDP)",IDA blend,IDB,2018,3.0132200717926
"Government expenditure on education, total (% of GDP)",IDA only,IDX,2018,3.457279920578
"Government expenditure on education, total (% of GDP)",IDA total,IDA,2018,3.32295989990234
"Government expenditure on education, total (% of GDP)",Late-demographic dividend,LTE,2018,4.06468784809113
"Government expenditure on education, total (% of GDP)",Latin America & Caribbean,LCN,2018,4.46144795417786
"Government expenditure on education, total (% of GDP)",Latin America & Caribbean (excluding high income),LAC,2018,4.46144795417786
"Government expenditure on education, total (% of GDP)",Latin America & Caribbean (IDA & IBRD),TLA,2018,4.46144795417786
"Government expenditure on education, total (% of GDP)",Least developed countries: UN classification,LDC,2018,3.19835495948792
"Government expenditure on education, total (% of GDP)",Low & middle income,LMY,2018,3.69953989982605
"Government expenditure on education, total (% of GDP)",Low income,LIC,2018,3.32295989990234
"Government expenditure on education, total (% of GDP)",Lower middle income,LMC,2018,3.68197274208069
"Government expenditure on education, total (% of GDP)",Middle East & North Africa (IDA & IBRD),TMN,2018,3.68561005592346
"Government expenditure on education, total (% of GDP)",Middle income,MIC,2018,3.80774164199829
"Government expenditure on education, total (% of GDP)",North America,NAC,2018,4.90893507003784
"Government expenditure on education, total (% of GDP)",OECD members,OED,2018,4.9294900894165
"Government expenditure on education, total (% of GDP)",Other small states,OSS,2018,4.96055603027343
"Government expenditure on education, total (% of GDP)",Post-demographic dividend,PST,2018,4.93008995056152
"Government expenditure on education, total (% of GDP)",Pre-demographic dividend,PRE,2018,3.26730489730835
"Government expenditure on education, total (% of GDP)",Small states,SST,2018,4.96055603027343
"Government expenditure on education, total (% of GDP)",South Asia,SAS,2018,2.15998977422714
"Government expenditure on education, total (% of GDP)",South Asia (IDA & IBRD),TSA,2018,2.15998977422714
"Government expenditure on education, total (% of GDP)",Sub-Saharan Africa,SSF,2018,3.50772500038147
"Government expenditure on education, total (% of GDP)",Sub-Saharan Africa (excluding high income),SSA,2018,3.50772500038147
"Government expenditure on education, total (% of GDP)",Sub-Saharan Africa (IDA & IBRD),TSS,2018,3.50772500038147
"Government expenditure on education, total (% of GDP)",Upper middle income,UMC,2018,4.08861923217774
"Government expenditure on education, total (% of GDP)",World,WLD,2018,4.11181426048279
"Government expenditure per student, secondary (% of GDP per capita)",Caribbean small states,CSS,2018,29.72732
"Government expenditure per student, primary (% of GDP per capita)",Caribbean small states,CSS,2018,21.68464
"Literacy rate, adult male (% of males ages 15 and above)",Africa Eastern and Southern,AFE,2018,77.2993698120117
"Literacy rate, adult male (% of males ages 15 and above)",Africa Western and Central,AFW,2018,68.291633605957
"Literacy rate, adult male (% of males ages 15 and above)",Arab World,ARB,2018,81.4063034057617
"Literacy rate, adult male (% of males ages 15 and above)",Central Europe and the Baltics,CEB,2018,99.4991912841797
"Literacy rate, adult male (% of males ages 15 and above)",Early-demographic dividend,EAR,2018,84.8242797851562
"Literacy rate, adult male (% of males ages 15 and above)",East Asia & Pacific,EAS,2018,97.0216522216797
"Literacy rate, adult male (% of males ages 15 and above)",East Asia & Pacific (excluding high income),EAP,2018,97.3006134033203
"Literacy rate, adult male (% of males ages 15 and above)",East Asia & Pacific (IDA & IBRD),TEA,2018,97.2677230834961
"Literacy rate, adult male (% of males ages 15 and above)",Europe & Central Asia,ECS,2018,98.8812866210938
"Literacy rate, adult male (% of males ages 15 and above)",Europe & Central Asia (excluding high income),ECA,2018,99.6772918701172
"Literacy rate, adult male (% of males ages 15 and above)",Europe & Central Asia (IDA & IBRD),TEC,2018,99.6606216430664
"Literacy rate, adult male (% of males ages 15 and above)",Fragile and conflict affected situations,FCS,2018,72.2109603881836
"Literacy rate, adult male (% of males ages 15 and above)",Heavily indebted poor countries (HIPC),HPC,2018,71.3337936401367
"Literacy rate, adult male (% of males ages 15 and above)",IBRD only,IBD,2018,92.1899871826172
"Literacy rate, adult male (% of males ages 15 and above)",IDA & IBRD total,IBT,2018,88.3327484130859
"Literacy rate, adult male (% of males ages 15 and above)",IDA blend,IDB,2018,74.6013565063477
"Literacy rate, adult male (% of males ages 15 and above)",IDA only,IDX,2018,73.9070129394531
"Literacy rate, adult male (% of males ages 15 and above)",IDA total,IDA,2018,74.1386489868164
"Literacy rate, adult male (% of males ages 15 and above)",Late-demographic dividend,LTE,2018,97.4551773071289
"Literacy rate, adult male (% of males ages 15 and above)",Latin America & Caribbean,LCN,2018,94.1460723876953
"Literacy rate, adult male (% of males ages 15 and above)",Latin America & Caribbean (excluding high income),LAC,2018,93.8591613769531
"Literacy rate, adult male (% of males ages 15 and above)",Latin America & Caribbean (IDA & IBRD),TLA,2018,94.0409088134766
"Literacy rate, adult male (% of males ages 15 and above)",Least developed countries: UN classification,LDC,2018,71.8459320068359
"Literacy rate, adult male (% of males ages 15 and above)",Low & middle income,LMY,2018,88.2073211669922
"Literacy rate, adult male (% of males ages 15 and above)",Low income,LIC,2018,69.3095779418945
"Literacy rate, adult male (% of males ages 15 and above)",Lower middle income,LMC,2018,82.4764404296875
"Literacy rate, adult male (% of males ages 15 and above)",Middle East & North Africa,MEA,2018,85.4033279418945
"Literacy rate, adult male (% of males ages 15 and above)",Middle East & North Africa (excluding high income),MNA,2018,82.6667633056641
"Literacy rate, adult male (% of males ages 15 and above)",Middle East & North Africa (IDA & IBRD),TMN,2018,82.4994888305664
"Literacy rate, adult male (% of males ages 15 and above)",Middle income,MIC,2018,89.7674789428711
"Literacy rate, adult male (% of males ages 15 and above)",North America,NAC,2018,98.7836074829102
"Literacy rate, adult male (% of males ages 15 and above)",Other small states,OSS,2018,87.7539825439453
"Literacy rate, adult male (% of males ages 15 and above)",Pre-demographic dividend,PRE,2018,71.7863922119141
"Literacy rate, adult male (% of males ages 15 and above)",Small states,SST,2018,88.2143478393555
"Literacy rate, adult male (% of males ages 15 and above)",South Asia,SAS,2018,80.1525192260742
"Literacy rate, adult male (% of males ages 15 and above)",South Asia (IDA & IBRD),TSA,2018,80.1525192260742
"Literacy rate, adult male (% of males ages 15 and above)",Sub-Saharan Africa,SSF,2018,73.6639633178711
"Literacy rate, adult male (% of males ages 15 and above)",Sub-Saharan Africa (excluding high income),SSA,2018,73.6609191894531
"Literacy rate, adult male (% of males ages 15 and above)",Sub-Saharan Africa (IDA & IBRD),TSS,2018,73.6639633178711
"Literacy rate, adult male (% of males ages 15 and above)",Upper middle income,UMC,2018,96.8828277587891
"Literacy rate, adult male (% of males ages 15 and above)",World,WLD,2018,89.9105987548828
"Literacy rate, adult total (% of people ages 15 and above)",Africa Eastern and Southern,AFE,2018,71.3926162719727
"Literacy rate, adult total (% of people ages 15 and above)",Africa Western and Central,AFW,2018,59.5684585571289
"Literacy rate, adult total (% of people ages 15 and above)",Arab World,ARB,2018,74.2861328125
"Literacy rate, adult total (% of people ages 15 and above)",Central Europe and the Baltics,CEB,2018,99.3872375488281
"Literacy rate, adult total (% of people ages 15 and above)",Early-demographic dividend,EAR,2018,79.194580078125
"Literacy rate, adult total (% of people ages 15 and above)",East Asia & Pacific,EAS,2018,95.3079376220703
"Literacy rate, adult total (% of people ages 15 and above)",East Asia & Pacific (excluding high income),EAP,2018,95.5852584838867
"Literacy rate, adult total (% of people ages 15 and above)",East Asia & Pacific (IDA & IBRD),TEA,2018,95.5298385620117
"Literacy rate, adult total (% of people ages 15 and above)",Europe & Central Asia,ECS,2018,98.3964080810547
"Literacy rate, adult total (% of people ages 15 and above)",Europe & Central Asia (excluding high income),ECA,2018,99.1621932983398
"Literacy rate, adult total (% of people ages 15 and above)",Europe & Central Asia (IDA & IBRD),TEC,2018,99.2031478881836
"Literacy rate, adult total (% of people ages 15 and above)",Fragile and conflict affected situations,FCS,2018,64.9450988769531
"Literacy rate, adult total (% of people ages 15 and above)",Heavily indebted poor countries (HIPC),HPC,2018,63.8712997436523
"Literacy rate, adult total (% of people ages 15 and above)",IBRD only,IBD,2018,88.8655090332031
"Literacy rate, adult total (% of people ages 15 and above)",IDA & IBRD total,IBT,2018,84.1411666870117
"Literacy rate, adult total (% of people ages 15 and above)",IDA blend,IDB,2018,65.9780883789062
"Literacy rate, adult total (% of people ages 15 and above)",IDA only,IDX,2018,67.4507904052734
"Literacy rate, adult total (% of people ages 15 and above)",IDA total,IDA,2018,66.9653091430664
"Literacy rate, adult total (% of people ages 15 and above)",Late-demographic dividend,LTE,2018,96.0548934936523
"Literacy rate, adult total (% of people ages 15 and above)",Latin America & Caribbean,LCN,2018,93.7266693115234
"Literacy rate, adult total (% of people ages 15 and above)",Latin America & Caribbean (excluding high income),LAC,2018,93.3964614868164
"Literacy rate, adult total (% of people ages 15 and above)",Latin America & Caribbean (IDA & IBRD),TLA,2018,93.6103363037109
"Literacy rate, adult total (% of people ages 15 and above)",Least developed countries: UN classification,LDC,2018,64.6855163574219
"Literacy rate, adult total (% of people ages 15 and above)",Low & middle income,LMY,2018,83.9525985717773
"Literacy rate, adult total (% of people ages 15 and above)",Low income,LIC,2018,60.9201889038086
"Literacy rate, adult total (% of people ages 15 and above)",Lower middle income,LMC,2018,75.9494705200195
"Literacy rate, adult total (% of people ages 15 and above)",Middle East & North Africa,MEA,2018,79.0097885131836
"Literacy rate, adult total (% of people ages 15 and above)",Middle East & North Africa (excluding high income),MNA,2018,75.8960876464844
"Literacy rate, adult total (% of people ages 15 and above)",Middle East & North Africa (IDA & IBRD),TMN,2018,75.6685409545898
"Literacy rate, adult total (% of people ages 15 and above)",Middle income,MIC,2018,85.8781967163086
"Literacy rate, adult total (% of people ages 15 and above)",North America,NAC,2018,98.7272491455078
"Literacy rate, adult total (% of people ages 15 and above)",Other small states,OSS,2018,85.1605072021484
"Literacy rate, adult total (% of people ages 15 and above)",Pre-demographic dividend,PRE,2018,63.6434211730957
"Literacy rate, adult total (% of people ages 15 and above)",Small states,SST,2018,86.4714584350586
"Literacy rate, adult total (% of people ages 15 and above)",South Asia,SAS,2018,72.0815124511719
"Literacy rate, adult total (% of people ages 15 and above)",South Asia (IDA & IBRD),TSA,2018,72.0815124511719
"Literacy rate, adult total (% of people ages 15 and above)",Sub-Saharan Africa,SSF,2018,66.6836395263672
"Literacy rate, adult total (% of people ages 15 and above)",Sub-Saharan Africa (excluding high income),SSA,2018,66.6798934936523
"Literacy rate, adult total (% of people ages 15 and above)",Sub-Saharan Africa (IDA & IBRD),TSS,2018,66.6836395263672
"Literacy rate, adult total (% of people ages 15 and above)",Upper middle income,UMC,2018,95.4207229614258
"Literacy rate, adult total (% of people ages 15 and above)",World,WLD,2018,86.3390502929688
"Literacy rate, adult female (% of females ages 15 and above)",Africa Eastern and Southern,AFE,2018,65.7786331176758
"Literacy rate, adult female (% of females ages 15 and above)",Africa Western and Central,AFW,2018,51.0197105407715
"Literacy rate, adult female (% of females ages 15 and above)",Arab World,ARB,2018,66.4708862304688
"Literacy rate, adult female (% of females ages 15 and above)",Central Europe and the Baltics,CEB,2018,99.2838668823242
"Literacy rate, adult female (% of females ages 15 and above)",Early-demographic dividend,EAR,2018,73.5040969848633
"Literacy rate, adult female (% of females ages 15 and above)",East Asia & Pacific,EAS,2018,93.5822372436523
"Literacy rate, adult female (% of females ages 15 and above)",East Asia & Pacific (excluding high income),EAP,2018,93.856201171875
"Literacy rate, adult female (% of females ages 15 and above)",East Asia & Pacific (IDA & IBRD),TEA,2018,93.7767486572266
"Literacy rate, adult female (% of females ages 15 and above)",Europe & Central Asia,ECS,2018,97.9582138061523
"Literacy rate, adult female (% of females ages 15 and above)",Europe & Central Asia (excluding high income),ECA,2018,98.7043609619141
"Literacy rate, adult female (% of females ages 15 and above)",Europe & Central Asia (IDA & IBRD),TEC,2018,98.7942886352539
"Literacy rate, adult female (% of females ages 15 and above)",Fragile and conflict affected situations,FCS,2018,57.9161491394043
"Literacy rate, adult female (% of females ages 15 and above)",Heavily indebted poor countries (HIPC),HPC,2018,56.7160987854004
"Literacy rate, adult female (% of females ages 15 and above)",IBRD only,IBD,2018,85.5339889526367
"Literacy rate, adult female (% of females ages 15 and above)",IDA & IBRD total,IBT,2018,79.9954833984375
"Literacy rate, adult female (% of females ages 15 and above)",IDA blend,IDB,2018,57.6906585693359
"Literacy rate, adult female (% of females ages 15 and above)",IDA only,IDX,2018,61.2633285522461
"Literacy rate, adult female (% of females ages 15 and above)",IDA total,IDA,2018,60.0994491577148
"Literacy rate, adult female (% of females ages 15 and above)",Late-demographic dividend,LTE,2018,94.6663208007812
"Literacy rate, adult female (% of females ages 15 and above)",Latin America & Caribbean,LCN,2018,93.330810546875
"Literacy rate, adult female (% of females ages 15 and above)",Latin America & Caribbean (excluding high income),LAC,2018,92.9597778320312
"Literacy rate, adult female (% of females ages 15 and above)",Latin America & Caribbean (IDA & IBRD),TLA,2018,93.2039337158203
"Literacy rate, adult female (% of females ages 15 and above)",Least developed countries: UN classification,LDC,2018,57.8335189819336
"Literacy rate, adult female (% of females ages 15 and above)",Low & middle income,LMY,2018,79.740119934082
"Literacy rate, adult female (% of females ages 15 and above)",Low income,LIC,2018,52.8249702453613
"Literacy rate, adult female (% of females ages 15 and above)",Lower middle income,LMC,2018,69.3815689086914
"Literacy rate, adult female (% of females ages 15 and above)",Middle East & North Africa,MEA,2018,72.0245819091797
"Literacy rate, adult female (% of females ages 15 and above)",Middle East & North Africa (excluding high income),MNA,2018,69.0610427856445
"Literacy rate, adult female (% of females ages 15 and above)",Middle East & North Africa (IDA & IBRD),TMN,2018,68.7706298828125
"Literacy rate, adult female (% of females ages 15 and above)",Middle income,MIC,2018,82.0184783935547
"Literacy rate, adult female (% of females ages 15 and above)",North America,NAC,2018,98.6859588623047
"Literacy rate, adult female (% of females ages 15 and above)",Other small states,OSS,2018,82.1173782348633
"Literacy rate, adult female (% of females ages 15 and above)",Pre-demographic dividend,PRE,2018,55.7557487487793
"Literacy rate, adult female (% of females ages 15 and above)",Small states,SST,2018,84.5019378662109
"Literacy rate, adult female (% of females ages 15 and above)",South Asia,SAS,2018,63.7823715209961
"Literacy rate, adult female (% of females ages 15 and above)",South Asia (IDA & IBRD),TSA,2018,63.7823715209961
"Literacy rate, adult female (% of females ages 15 and above)",Sub-Saharan Africa,SSF,2018,59.9773292541504
"Literacy rate, adult female (% of females ages 15 and above)",Sub-Saharan Africa (excluding high income),SSA,2018,59.9730186462402
"Literacy rate, adult female (% of females ages 15 and above)",Sub-Saharan Africa (IDA & IBRD),TSS,2018,59.9773292541504
"Literacy rate, adult female (% of females ages 15 and above)",Upper middle income,UMC,2018,93.9795837402344
"Literacy rate, adult female (% of females ages 15 and above)",World,WLD,2018,82.8140106201172
"Literacy rate, youth female (% of females ages 15-24)",Africa Eastern and Southern,AFE,2018,80.8298110961914
"Literacy rate, youth female (% of females ages 15-24)",Africa Western and Central,AFW,2018,65.0511627197266
"Literacy rate, youth female (% of females ages 15-24)",Arab World,ARB,2018,82.5728073120117
"Literacy rate, youth female (% of females ages 15-24)",Central Europe and the Baltics,CEB,2018,99.5617599487305
"Literacy rate, youth female (% of females ages 15-24)",Early-demographic dividend,EAR,2018,90.0278396606445
"Literacy rate, youth female (% of females ages 15-24)",East Asia & Pacific,EAS,2018,98.6435012817383
"Literacy rate, youth female (% of females ages 15-24)",East Asia & Pacific (excluding high income),EAP,2018,98.7649993896484
"Literacy rate, youth female (% of females ages 15-24)",East Asia & Pacific (IDA & IBRD),TEA,2018,98.7474365234375
"Literacy rate, youth female (% of females ages 15-24)",Europe & Central Asia,ECS,2018,99.6918487548828
"Literacy rate, youth female (% of females ages 15-24)",Europe & Central Asia (excluding high income),ECA,2018,99.8217697143555
"Literacy rate, youth female (% of females ages 15-24)",Europe & Central Asia (IDA & IBRD),TEC,2018,99.8122329711914
"Literacy rate, youth female (% of females ages 15-24)",Fragile and conflict affected situations,FCS,2018,69.8311309814453
"Literacy rate, youth female (% of females ages 15-24)",Heavily indebted poor countries (HIPC),HPC,2018,72.3492202758789
"Literacy rate, youth female (% of females ages 15-24)",IBRD only,IBD,2018,95.1887969970703
"Literacy rate, youth female (% of females ages 15-24)",IDA & IBRD total,IBT,2018,88.992073059082
"Literacy rate, youth female (% of females ages 15-24)",IDA blend,IDB,2018,71.8780136108398
"Literacy rate, youth female (% of females ages 15-24)",IDA only,IDX,2018,77.2927093505859
"Literacy rate, youth female (% of females ages 15-24)",IDA total,IDA,2018,75.5111236572266
"Literacy rate, youth female (% of females ages 15-24)",Late-demographic dividend,LTE,2018,99.4785537719727
"Literacy rate, youth female (% of females ages 15-24)",Latin America & Caribbean,LCN,2018,98.6378402709961
"Literacy rate, youth female (% of females ages 15-24)",Latin America & Caribbean (excluding high income),LAC,2018,98.6288299560547
"Literacy rate, youth female (% of females ages 15-24)",Latin America & Caribbean (IDA & IBRD),TLA,2018,98.6481781005859
"Literacy rate, youth female (% of females ages 15-24)",Least developed countries: UN classification,LDC,2018,75.4194412231445
"Literacy rate, youth female (% of females ages 15-24)",Low & middle income,LMY,2018,88.8974380493164
"Literacy rate, youth female (% of females ages 15-24)",Low income,LIC,2018,69.0475234985352
"Literacy rate, youth female (% of females ages 15-24)",Lower middle income,LMC,2018,87.0672912597656
"Literacy rate, youth female (% of females ages 15-24)",Middle East & North Africa,MEA,2018,87.5168609619141
"Literacy rate, youth female (% of females ages 15-24)",Middle East & North Africa (excluding high income),MNA,2018,86.0463562011719
"Literacy rate, youth female (% of females ages 15-24)",Middle East & North Africa (IDA & IBRD),TMN,2018,85.8460388183594
"Literacy rate, youth female (% of females ages 15-24)",Middle income,MIC,2018,91.6209106445312
"Literacy rate, youth female (% of females ages 15-24)",North America,NAC,2018,99.5599594116211
"Literacy rate, youth female (% of females ages 15-24)",OECD members,OED,2018,99.2017135620117
"Literacy rate, youth female (% of females ages 15-24)",Other small states,OSS,2018,90.2742004394531
"Literacy rate, youth female (% of females ages 15-24)",Pre-demographic dividend,PRE,2018,69.7459564208984
"Literacy rate, youth female (% of females ages 15-24)",Small states,SST,2018,91.9280090332031
"Literacy rate, youth female (% of females ages 15-24)",South Asia,SAS,2018,86.0861511230469
"Literacy rate, youth female (% of females ages 15-24)",South Asia (IDA & IBRD),TSA,2018,86.0861511230469
"Literacy rate, youth female (% of females ages 15-24)",Sub-Saharan Africa,SSF,2018,74.5775833129883
"Literacy rate, youth female (% of females ages 15-24)",Sub-Saharan Africa (excluding high income),SSA,2018,74.5759201049805
"Literacy rate, youth female (% of females ages 15-24)",Sub-Saharan Africa (IDA & IBRD),TSS,2018,74.5775833129883
"Literacy rate, youth female (% of females ages 15-24)",Upper middle income,UMC,2018,98.3801193237305
"Literacy rate, youth female (% of females ages 15-24)",World,WLD,2018,90.1509780883789
"Literacy rate, youth total (% of people ages 15-24)",Africa Eastern and Southern,AFE,2018,81.9253768920898
"Literacy rate, youth total (% of people ages 15-24)",Africa Western and Central,AFW,2018,70.955078125
"Literacy rate, youth total (% of people ages 15-24)",Arab World,ARB,2018,85.3237380981445
"Literacy rate, youth total (% of people ages 15-24)",Central Europe and the Baltics,CEB,2018,99.5467300415039
"Literacy rate, youth total (% of people ages 15-24)",Early-demographic dividend,EAR,2018,91.3099670410156
"Literacy rate, youth total (% of people ages 15-24)",East Asia & Pacific,EAS,2018,98.6036529541016
"Literacy rate, youth total (% of people ages 15-24)",East Asia & Pacific (excluding high income),EAP,2018,98.7315292358398
"Literacy rate, youth total (% of people ages 15-24)",East Asia & Pacific (IDA & IBRD),TEA,2018,98.7140274047852
"Literacy rate, youth total (% of people ages 15-24)",Europe & Central Asia,ECS,2018,99.7046813964844
"Literacy rate, youth total (% of people ages 15-24)",Europe & Central Asia (excluding high income),ECA,2018,99.8473968505859
"Literacy rate, youth total (% of people ages 15-24)",Europe & Central Asia (IDA & IBRD),TEC,2018,99.8344421386719
"Literacy rate, youth total (% of people ages 15-24)",Fragile and conflict affected situations,FCS,2018,74.268669128418
"Literacy rate, youth total (% of people ages 15-24)",Heavily indebted poor countries (HIPC),HPC,2018,75.5331878662109
"Literacy rate, youth total (% of people ages 15-24)",IBRD only,IBD,2018,95.7601699829102
"Literacy rate, youth total (% of people ages 15-24)",IDA & IBRD total,IBT,2018,90.5774002075195
"Literacy rate, youth total (% of people ages 15-24)",IDA blend,IDB,2018,77.1898193359375
