Series Name,Series Code,Country Name,Country Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,Middle East & North Africa (IDA & IBRD),TMN,5325000,5209654,4978777,4727571,4428297,5391470,5226920,5245459,3755246,3472865,2994416,4108769,3241730,2942474,4307934,4203775,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,Middle income,MIC,61652967,62391252,58060960,59076454,54634922,53805205,52355429,50941296,46985131,44271006,41210657,40132721,36966575,35695344,35682274,34279482,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,Other small states,OSS,261231,261185,272794,285000,282824,312251,334501,321850,311974,300341,291552,273378,265645,257568,250614,241272,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,Pacific island small states,PSS,6646,6525,6380,6248,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,Pre-demographic dividend,PRE,24011085,25106517,24986832,27904480,28426347,29933115,29878729,28748229,27318878,27456338,27107445,28437065,27095558,26724328,28111630,28181694,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,Small states,SST,288352,287339,299017,308340,305652,334514,356304,343223,333971,319952,310692,292713,284709,276379,269160,259643,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,South Asia,SAS,43328598,43800709,41149070,40610572,37085926,35209967,34286055,32581784,30978772,28669292,26961695,24887332,22730592,21802025,20454896,19112506,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,South Asia (IDA & IBRD),TSA,43328598,43800709,41149070,40610572,37085926,35209967,34286055,32581784,30978772,28669292,26961695,24887332,22730592,21802025,20454896,19112506,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,Sub-Saharan Africa,SSF,26996179,28485274,28369669,30517500,30955866,31340506,31110166,29750399,29100418,28971322,28825985,28806654,28700733,28477958,28597523,28796804,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,Sub-Saharan Africa (excluding high income),SSA,26992805,28482200,28366824,30514825,30953604,31338551,31108480,29748946,29099139,28970185,28824954,28805725,28699899,28477224,28596880,28796241,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,Sub-Saharan Africa (IDA & IBRD),TSS,26996179,28485274,28369669,30517500,30955866,31340506,31110166,29750399,29100418,28971322,28825985,28806654,28700733,28477958,28597523,28796804,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,Upper middle income,UMC,4316018,4079221,4503729,3853034,3035291,3687148,3611081,3611174,2436559,2465236,1803072,3015684,1554193,1465556,2961431,2869125,..,..,..,..
"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,World,WLD,82178217,83690789,80884707,81397892,77179932,76311684,74953482,72319051,68311314,65394133,62383137,61239092,57916940,56333949,56365524,54987922,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Arab World,ARB,3665658,3695392,4505815,4421346,4337785,5248221,5240630,5224864,3972721,4082404,3767800,5017946,4264272,4186795,5569708,5583469,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Caribbean small states,CSS,41227,40125,39726,37012,36032,34971,34623,33824,33052,30042,28981,29183,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Central Europe and the Baltics,CEB,75648,76191,75997,75203,72015,46474,43986,41591,39137,36704,34253,32064,29872,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Early-demographic dividend,EAR,33261135,31440824,30889672,33137223,28120849,27319822,28035041,28462709,27396795,25877133,24842164,23885152,23088279,22499616,22008780,21212914,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,East Asia & Pacific,EAS,3129646,3096263,3175109,2849231,2249614,2345035,2427515,3136404,3019735,2946824,2527710,2345673,2289698,2231566,2227488,2160543,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,East Asia & Pacific (excluding high income),EAP,2664493,2643355,2742206,2426249,1847996,1935961,1963257,2628896,2528611,2468831,2131369,1963172,1919160,1870621,1872346,1816219,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,East Asia & Pacific (IDA & IBRD),TEA,2664576,2643434,2742282,2426323,1848063,1936029,1963323,2628959,2528671,2468889,2131439,1963253,1919241,1870700,1872425,1816297,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Europe & Central Asia,ECS,456414,410217,422320,388955,394538,302481,278366,270773,249337,229283,210581,204038,184339,178520,170975,162891,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Europe & Central Asia (excluding high income),ECA,223917,194629,197747,182375,175111,134613,117805,101760,89813,81527,74405,69696,58246,60856,58572,57009,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Europe & Central Asia (IDA & IBRD),TEC,273821,244895,247447,231349,223145,158126,139497,121740,108221,98278,89586,83538,70935,72711,69764,67705,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Fragile and conflict affected situations,FCS,11719489,12124400,12213811,13583630,13662710,14652968,15026292,15076198,14161544,14364857,14179037,15528742,14592956,14643381,16314081,16618366,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Heavily indebted poor countries (HIPC),HPC,15365334,16364842,17325622,17135566,17522016,17758767,17926830,17484882,17037516,17065092,17178637,17450854,17858284,17968393,18423968,18736519,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,IBRD only,IBD,23479197,21022695,20555400,19518474,18121868,18243730,18936515,18183909,16162651,15657094,14407900,14935501,13535912,13140050,13991074,13421230,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,IDA & IBRD total,IBT,52152820,51201292,50680843,54117843,49407154,49773143,50650217,50363118,47445205,46030245,44739357,45275305,43526072,43049632,44281210,43805532,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,IDA blend,IDB,7643234,8229202,7324272,9362435,8702194,8839239,8963300,9315132,8846460,9094511,9126299,9122550,9113445,9048679,9044944,9145525,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,IDA only,IDX,21030388,21949395,22801171,25236934,22583092,22690174,22750401,22864078,22436093,21278640,21205157,21217254,20876715,20860902,21245192,21238778,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,IDA total,IDA,28688358,30195682,30143225,34608519,31295016,31538330,31721870,32188373,31290371,30380795,30337205,30345736,29995750,29914845,30295094,30389022,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Late-demographic dividend,LTE,3034319,2893727,2685154,2240512,2128906,2087683,2116026,1777477,1474223,1367381,1255156,1198765,1096920,1047911,1005281,935832,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Latin America & Caribbean,LCN,2059596,1970617,1828765,1718886,1645417,1468605,1616754,1352392,1260864,1266889,1081437,1042561,975923,945485,901648,869809,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Latin America & Caribbean (excluding high income),LAC,2010540,1926030,1785977,1684350,1612912,1433681,1578967,1324837,1233335,1237131,1052261,1000719,939391,905874,864394,834409,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Latin America & Caribbean (IDA & IBRD),TLA,2041511,1956584,1816404,1708587,1637143,1460634,1609973,1346273,1255108,1261356,1076051,1020647,955339,926244,883638,852775,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Least developed countries: UN classification,LDC,20085226,21030807,21900704,24516737,21889973,21729789,21738909,21855541,21417950,20276363,20240621,20278835,19959080,19971899,20371032,20389989,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Low & middle income,LMY,52069958,51118412,50599432,54043279,49334760,49723053,50598331,50322604,47405814,45989962,44701354,45242677,43498548,43018498,44252990,43778827,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Low income,LIC,12737380,13623265,14427664,14363127,14616391,14704298,15046499,14613025,14641207,14485929,14752099,15017285,15376666,15495319,15923569,16246991,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Lower middle income,LMC,35616225,33898173,32285051,36173628,31918218,31500291,31965824,32149600,30384433,28981427,28147430,27211819,26500988,25760384,25215103,24505200,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Middle East & North Africa,MEA,2595036,2575954,2839650,2706371,2489031,3288141,3217587,3183087,1855223,1903511,1505115,2674267,1853265,1707297,3020825,2948807,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Middle East & North Africa (excluding high income),MNA,2478379,2472835,2736707,2600303,2388039,3205026,3137725,3121009,1792292,1842531,1453583,2641480,1805343,1655528,2970602,2903939,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Middle East & North Africa (IDA & IBRD),TMN,2474910,2469721,2733039,2596858,2384997,3201714,3134198,3117598,1789191,1839713,1450645,2638518,1802560,1652903,2966977,2900281,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Middle income,MIC,39332578,37495146,36171768,39680152,34718369,35018756,35551831,35709580,32764607,31504033,29949255,30225392,28121881,27523179,28329421,27531836,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Other small states,OSS,231499,234946,260653,296390,300200,322714,325171,314212,314584,309677,299131,275239,285259,286988,285783,281812,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Pacific island small states,PSS,7323,7346,7282,7236,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Pre-demographic dividend,PRE,15975501,16966262,17202414,18836973,19248732,20445951,20575662,20183752,18634925,18844196,18691231,20238497,19401599,19565458,21328626,21711779,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Small states,SST,280049,282417,307660,340637,343403,364774,366808,355064,354694,346813,335350,311823,321571,322966,321363,317033,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,South Asia,SAS,26638226,24354414,23315986,26098001,21809454,21220355,21920845,21697722,20872565,19435108,18870667,18131064,16891560,16228250,15687577,14902338,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,South Asia (IDA & IBRD),TSA,26638226,24354414,23315986,26098001,21809454,21220355,21920845,21697722,20872565,19435108,18870667,18131064,16891560,16228250,15687577,14902338,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Sub-Saharan Africa,SSF,18059776,19532244,19825684,21056724,21504352,21796284,21882381,21450828,20891449,20926902,21120970,21438286,21886437,22298823,22800828,23266136,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Sub-Saharan Africa (excluding high income),SSA,18054403,19527149,19820810,21052001,21501248,21793417,21879731,21448380,20889198,20924834,21119069,21436546,21884847,22297369,22799498,23264913,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Sub-Saharan Africa (IDA & IBRD),TSS,18059776,19532244,19825684,21056724,21504352,21796284,21882381,21450828,20891449,20926902,21120970,21438286,21886437,22298823,22800828,23266136,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,Upper middle income,UMC,3716353,3596974,3886717,3506524,2800150,3518465,3586007,3559980,2380174,2522606,1801825,3013573,1620893,1762795,3114318,3026636,..,..,..,..
"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,World,WLD,53126203,52111300,51592064,54982958,50271169,50574608,51487895,51251401,48301465,46851206,45449620,45966041,44203949,43704673,44918400,44413346,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Arab World,ARB,10414307,10403212,11519218,11227476,10963496,12970676,12841141,12734136,10054246,9919306,9194449,11619471,10048709,9724633,12526521,12527865,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Caribbean small states,CSS,61702,59754,59569,54105,52768,51338,50743,49577,49481,44138,42607,42966,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Central Europe and the Baltics,CEB,144460,144809,143682,141610,136724,91026,85601,80376,75262,70029,64988,60574,56148,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Early-demographic dividend,EAR,86878287,85741028,82713016,83292150,73686934,70654248,70116530,69240860,66130734,61819678,58378248,55047046,52433370,50746492,48948341,46793794,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,East Asia & Pacific,EAS,7044602,6848837,7065237,6116653,4722872,4802522,4901425,6309424,6034988,5775109,4858706,4580080,4423048,4274610,4218255,4064061,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,East Asia & Pacific (excluding high income),EAP,6002321,5845973,6113841,5213225,3885392,3970111,3963701,5290764,5055512,4832162,4104328,3857113,3727674,3601603,3561360,3431103,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,East Asia & Pacific (IDA & IBRD),TEA,6002486,5846130,6113990,5213367,3885525,3970241,3963824,5290881,5055624,4832270,4104452,3857252,3727811,3601739,3561494,3431236,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Europe & Central Asia,ECS,1149085,1038599,1055243,978987,985990,728404,650735,603470,547371,500225,457758,430776,388217,363669,346324,328493,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Europe & Central Asia (excluding high income),ECA,720646,640269,634070,603958,579810,407249,350330,287127,244910,212926,189797,170262,137009,132689,121656,113517,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Europe & Central Asia (IDA & IBRD),TEC,815170,735002,727276,695377,669098,453111,392287,325422,279963,244628,218398,196237,160751,154798,142468,133350,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Fragile and conflict affected situations,FCS,29726744,30532730,30582025,34643097,34769585,36885028,37447732,37114578,35382637,35650198,35243548,37926927,35705987,35531342,38687663,39175162,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Heavily indebted poor countries (HIPC),HPC,37768074,39796536,42347745,41666128,42442062,43055516,42932832,41204702,40200745,40146037,40107182,40357041,40644052,40395107,40857997,41131918,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,IBRD only,IBD,61434784,59426077,57046137,53414078,49241512,48381583,48120888,45536425,40298150,37875090,34349910,34540533,30890515,29189031,30483134,28908400,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,IDA & IBRD total,IBT,133300335,133926506,130604345,134648488,125724542,125270975,124764380,121838047,114943971,110642256,106462737,105868754,100813361,98787142,100064524,98232305,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,IDA blend,IDB,21307847,22389971,19253466,24272046,23011309,23225582,23374843,23653033,23003142,23523997,23224113,22973711,22687505,22932298,22670023,22673600,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,IDA only,IDX,50557703,52110458,54304743,56962364,53471721,53663810,53268649,52648588,51642679,49243169,48888714,48354510,47235341,46665814,46911366,46650305,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,IDA total,IDA,71888202,74527410,73586048,81248248,76498372,76902779,76656202,76316624,74657955,72779052,72121809,71337603,69931667,69606398,69589178,69331274,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Late-demographic dividend,LTE,6691568,6336395,5915612,4824854,4564382,4425122,4372725,3776421,2966821,2624742,2375237,2245271,1995939,1866564,1787931,1648344,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Latin America & Caribbean,LCN,3689033,3513684,3409692,3148862,3015045,2701577,2860442,2389732,2231956,2260777,1925707,1846752,1710446,1664564,1578582,1517530,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Latin America & Caribbean (excluding high income),LAC,3603974,3438224,3335845,3084902,2953931,2634119,2793618,2340724,2184231,2204007,1871047,1768269,1641570,1588141,1506143,1448959,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Latin America & Caribbean (IDA & IBRD),TLA,3659989,3493358,3390853,3132518,3001026,2687327,2847704,2377955,2220743,2250157,1915511,1804642,1671186,1628172,1544827,1485878,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Least developed countries: UN classification,LDC,48637707,50266558,52524126,55462944,52054944,51559212,51190377,50579638,49544283,47168449,47026464,46543055,45453544,44917482,45189536,44958386,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Low & middle income,LMY,133148268,133775196,130455064,134509234,125589582,125173451,124670531,121764723,114875389,110567292,106392795,105810099,100763579,98728575,100009601,98180309,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Low income,LIC,32162723,33888798,36222336,35752627,36236291,36349491,36763271,35113847,35125651,34792253,35232883,35451985,35675123,35510053,35997906,36368991,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Lower middle income,LMC,92953175,92210204,85842283,91397049,83517850,81618348,80710172,79479722,74933005,70787197,67555014,64328856,61913370,59990172,57935946,55915557,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Middle East & North Africa,MEA,8062934,7919819,7948919,7561139,7043462,8797484,8557655,8485702,5663393,5425505,4544362,6823889,5137424,4693157,7371399,7193909,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Middle East & North Africa (excluding high income),MNA,7807294,7686259,7718618,7331750,6820216,8599681,8367770,8369276,5551060,5318779,4451238,6753787,5050428,4601275,7281591,7110731,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Middle East & North Africa (IDA & IBRD),TMN,7799909,7679376,7711816,7324429,6813294,8593185,8361118,8363056,5544437,5312577,4445061,6747287,5044290,4595378,7274912,7104056,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Middle income,MIC,100985545,99886398,94232728,98756606,89353291,88823961,87907260,86650876,79749738,75775039,71159912,70358113,65088456,63218522,64011695,61811318,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Other small states,OSS,492730,496131,533447,581389,583024,634966,659672,636063,626558,610017,590682,548617,550904,544556,536398,523084,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Pacific island small states,PSS,13969,13871,13661,13483,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Pre-demographic dividend,PRE,39986586,42072779,42189247,46741453,47675079,50379066,50454391,48931980,45953802,46300534,45798676,48675562,46497158,46289786,49440256,49893473,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Small states,SST,568401,569756,606677,648978,649055,699288,723112,698287,688665,666766,646043,604537,606280,599346,590523,576676,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,South Asia,SAS,69966825,68155122,64465056,66708573,58895380,56430322,56206901,54279506,51851337,48104399,45832362,43018396,39622152,38030274,36142473,34014845,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,South Asia (IDA & IBRD),TSA,69966825,68155122,64465056,66708573,58895380,56430322,56206901,54279506,51851337,48104399,45832362,43018396,39622152,38030274,36142473,34014845,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Sub-Saharan Africa,SSF,45055955,48017518,48195354,51574224,52460219,53136790,52992546,51201227,49991867,49898224,49946954,50244940,50587171,50776782,51398351,52062940,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Sub-Saharan Africa (excluding high income),SSA,45047208,48009349,48187634,51566826,52454853,53131968,52988211,51197326,49988337,49895020,49944024,50242272,50584746,50774593,51396378,52061154,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Sub-Saharan Africa (IDA & IBRD),TSS,45055955,48017518,48195354,51574224,52460219,53136790,52992546,51201227,49991867,49898224,49946954,50244940,50587171,50776782,51398351,52062940,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,Upper middle income,UMC,8032370,7676195,8390446,7359558,5835441,7205613,7197088,7171154,4816732,4987842,3604897,6029257,3175086,3228350,6075749,5895761,..,..,..,..
"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,World,WLD,135304420,135802089,132476771,136380850,127451101,126886292,126441377,123570451,116612779,112245339,107832757,107205133,102120889,100038622,101283924,99401267,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Africa Eastern and Southern,AFE,1347.01302954085,1392.47932975406,1444.99491661118,1499.1611282969,1521.96640758239,1490.93078133474,1525.74270715883,1540.05393457295,1512.1920131688,1533.32559210204,1551.71485840705,1554.167298753,1546.46449510659,1545.20313608983,1542.23852707118,1532.46891038598,1450.72153419584,1474.65767391497,1487.47641821414,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Africa Western and Central,AFW,1409.79908555107,1450.70155976404,1486.55949108896,1525.53337755839,1576.6650465984,1629.40373361412,1694.72065531571,1727.67602511378,1766.72229692662,1824.23385171716,1880.61221922936,1882.26403755398,1835.14989067083,1827.64541568267,1830.66433971186,1840.77668838459,1777.02650115603,1801.331654556,1822.87871597875,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Arab World,ARB,5335.56984727997,5500.77807135502,5692.88045660065,5796.8562325345,5956.59582195089,5824.71465076646,5954.12382459475,6027.42760088405,6179.22363300669,6198.49137035783,6209.03959913057,6287.31493469218,6384.38000480338,6332.50798719494,6353.72245606873,6309.96407606348,5887.91549312753,6010.12601924563,6260.80266443886,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Caribbean small states,CSS,9125.97518134877,9397.20578890047,9973.75017410876,10249.7651237288,10313.6658435857,9888.97102182005,9956.64111739086,10003.0786374523,10281.0886207432,10354.689527253,10526.5472124427,10484.8699626065,10198.4921770115,10087.8583135739,10151.0411754606,10173.9166407208,9166.62272192555,9657.38860698671,10899.4440476703,..
