Country Name,Country Code,Indicator Name,Indicator Code
Malawi,MWI,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Malawi,MWI,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Malawi,MWI,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Malawi,MWI,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Malaysia,MYS,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Malaysia,MYS,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Malaysia,MYS,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Malaysia,MYS,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Malaysia,MYS,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Malaysia,MYS,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Maldives,MDV,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Maldives,MDV,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Maldives,MDV,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Maldives,MDV,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Maldives,MDV,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Maldives,MDV,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Mali,MLI,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Mali,MLI,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Mali,MLI,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Mali,MLI,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Mali,MLI,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Mali,MLI,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Malta,MLT,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Malta,MLT,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Malta,MLT,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Malta,MLT,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Malta,MLT,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Malta,MLT,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Marshall Islands,MHL,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Marshall Islands,MHL,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Marshall Islands,MHL,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Marshall Islands,MHL,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Marshall Islands,MHL,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Marshall Islands,MHL,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Mauritania,MRT,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Mauritania,MRT,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Mauritania,MRT,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Mauritania,MRT,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Mauritania,MRT,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Mauritania,MRT,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Mauritius,MUS,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Mauritius,MUS,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Mauritius,MUS,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Mauritius,MUS,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Mauritius,MUS,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Mauritius,MUS,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Mexico,MEX,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Mexico,MEX,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Mexico,MEX,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Mexico,MEX,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Mexico,MEX,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Mexico,MEX,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
"Micronesia, Fed. Sts.",FSM,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
"Micronesia, Fed. Sts.",FSM,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
"Micronesia, Fed. Sts.",FSM,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
"Micronesia, Fed. Sts.",FSM,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
"Micronesia, Fed. Sts.",FSM,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
"Micronesia, Fed. Sts.",FSM,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Moldova,MDA,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Moldova,MDA,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Moldova,MDA,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Moldova,MDA,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Moldova,MDA,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Moldova,MDA,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Monaco,MCO,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Monaco,MCO,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Monaco,MCO,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Monaco,MCO,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Monaco,MCO,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Monaco,MCO,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Mongolia,MNG,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Mongolia,MNG,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Mongolia,MNG,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Mongolia,MNG,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Mongolia,MNG,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Mongolia,MNG,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Montenegro,MNE,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Montenegro,MNE,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Montenegro,MNE,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Montenegro,MNE,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Montenegro,MNE,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Montenegro,MNE,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Morocco,MAR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Morocco,MAR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Morocco,MAR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Morocco,MAR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Morocco,MAR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Morocco,MAR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Mozambique,MOZ,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Mozambique,MOZ,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Mozambique,MOZ,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Mozambique,MOZ,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Mozambique,MOZ,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Mozambique,MOZ,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Myanmar,MMR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Myanmar,MMR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Myanmar,MMR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Myanmar,MMR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Myanmar,MMR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Myanmar,MMR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Namibia,NAM,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Namibia,NAM,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Namibia,NAM,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Namibia,NAM,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Namibia,NAM,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Namibia,NAM,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Nauru,NRU,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Nauru,NRU,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Nauru,NRU,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Nauru,NRU,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Nauru,NRU,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Nauru,NRU,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Nepal,NPL,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Nepal,NPL,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Nepal,NPL,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Nepal,NPL,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Nepal,NPL,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Nepal,NPL,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Netherlands,NLD,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Netherlands,NLD,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Netherlands,NLD,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Netherlands,NLD,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Netherlands,NLD,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Netherlands,NLD,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
New Caledonia,NCL,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
New Caledonia,NCL,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
New Caledonia,NCL,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
New Caledonia,NCL,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
New Caledonia,NCL,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
New Caledonia,NCL,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
New Zealand,NZL,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
New Zealand,NZL,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
New Zealand,NZL,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
New Zealand,NZL,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
New Zealand,NZL,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
New Zealand,NZL,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Nicaragua,NIC,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Nicaragua,NIC,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Nicaragua,NIC,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Nicaragua,NIC,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Nicaragua,NIC,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Nicaragua,NIC,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Niger,NER,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Niger,NER,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Niger,NER,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Niger,NER,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Niger,NER,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Niger,NER,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Nigeria,NGA,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Nigeria,NGA,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Nigeria,NGA,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Nigeria,NGA,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Nigeria,NGA,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Nigeria,NGA,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Northern Mariana Islands,MNP,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Northern Mariana Islands,MNP,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Northern Mariana Islands,MNP,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Northern Mariana Islands,MNP,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Northern Mariana Islands,MNP,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Northern Mariana Islands,MNP,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Norway,NOR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Norway,NOR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Norway,NOR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Norway,NOR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Norway,NOR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Norway,NOR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Oman,OMN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Oman,OMN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Oman,OMN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Oman,OMN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Oman,OMN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Oman,OMN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Pakistan,PAK,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Pakistan,PAK,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Pakistan,PAK,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Pakistan,PAK,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Pakistan,PAK,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Pakistan,PAK,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Palau,PLW,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Palau,PLW,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Palau,PLW,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Palau,PLW,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Palau,PLW,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Palau,PLW,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Panama,PAN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Panama,PAN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Panama,PAN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Panama,PAN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Panama,PAN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Panama,PAN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Papua New Guinea,PNG,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Papua New Guinea,PNG,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Papua New Guinea,PNG,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Papua New Guinea,PNG,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Papua New Guinea,PNG,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Papua New Guinea,PNG,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Paraguay,PRY,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Paraguay,PRY,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Paraguay,PRY,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Paraguay,PRY,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Paraguay,PRY,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Paraguay,PRY,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Peru,PER,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Peru,PER,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Peru,PER,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Peru,PER,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Peru,PER,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Peru,PER,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Philippines,PHL,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Philippines,PHL,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Philippines,PHL,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Philippines,PHL,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Philippines,PHL,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Philippines,PHL,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Poland,POL,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Poland,POL,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Poland,POL,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Poland,POL,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Poland,POL,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Poland,POL,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Portugal,PRT,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Portugal,PRT,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Portugal,PRT,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Portugal,PRT,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Portugal,PRT,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Portugal,PRT,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Puerto Rico,PRI,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Puerto Rico,PRI,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Puerto Rico,PRI,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Puerto Rico,PRI,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Puerto Rico,PRI,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Puerto Rico,PRI,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Qatar,QAT,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Qatar,QAT,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Qatar,QAT,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Qatar,QAT,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Qatar,QAT,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Qatar,QAT,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Romania,ROU,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Romania,ROU,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Romania,ROU,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Romania,ROU,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Romania,ROU,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Romania,ROU,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Russian Federation,RUS,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Russian Federation,RUS,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Russian Federation,RUS,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Russian Federation,RUS,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Russian Federation,RUS,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Russian Federation,RUS,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Rwanda,RWA,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Rwanda,RWA,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Rwanda,RWA,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Rwanda,RWA,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Rwanda,RWA,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Rwanda,RWA,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Samoa,WSM,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Samoa,WSM,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Samoa,WSM,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Samoa,WSM,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Samoa,WSM,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Samoa,WSM,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
San Marino,SMR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
San Marino,SMR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
San Marino,SMR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
San Marino,SMR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
San Marino,SMR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
San Marino,SMR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Sao Tome and Principe,STP,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Sao Tome and Principe,STP,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Sao Tome and Principe,STP,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Sao Tome and Principe,STP,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Sao Tome and Principe,STP,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Sao Tome and Principe,STP,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Saudi Arabia,SAU,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Saudi Arabia,SAU,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Saudi Arabia,SAU,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Saudi Arabia,SAU,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Saudi Arabia,SAU,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Saudi Arabia,SAU,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Senegal,SEN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Senegal,SEN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Senegal,SEN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Senegal,SEN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Senegal,SEN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Senegal,SEN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Serbia,SRB,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Serbia,SRB,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Serbia,SRB,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Serbia,SRB,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Serbia,SRB,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Serbia,SRB,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Seychelles,SYC,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Seychelles,SYC,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
