Country Name,Country Code,Indicator Name,Indicator Code,2014
Switzerland,CHE,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,81.81999969
Switzerland,CHE,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,80.41999817
Switzerland,CHE,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,82.80000305
Switzerland,CHE,Labor force with basic education (% of total),SL.TLF.BASC.ZS,51.18000031
Switzerland,CHE,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,42.36000061
Switzerland,CHE,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,63.88000107
Switzerland,CHE,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,67.41999817
Switzerland,CHE,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,62.97000122
Switzerland,CHE,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,72.62000275
Switzerland,CHE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.43852281
Switzerland,CHE,"Labor force, total",SL.TLF.TOTL.IN,4743060
Syrian Arab Republic,SYR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,14.63620609
Syrian Arab Republic,SYR,"Labor force, total",SL.TLF.TOTL.IN,5025469
Tajikistan,TJK,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,38.97988204
Tajikistan,TJK,"Labor force, total",SL.TLF.TOTL.IN,3210315
Tanzania,TZA,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,81.98999786
Tanzania,TZA,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,77.98000336
Tanzania,TZA,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,84.66000366
Tanzania,TZA,Labor force with basic education (% of total),SL.TLF.BASC.ZS,88.27999878
Tanzania,TZA,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,86.08999634
Tanzania,TZA,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,90.38999939
Tanzania,TZA,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,72.86000061
Tanzania,TZA,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,71.55999756
Tanzania,TZA,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,73.77999878
Tanzania,TZA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.88886727
Tanzania,TZA,"Labor force, total",SL.TLF.TOTL.IN,23845306
Thailand,THA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.73335633
Thailand,THA,"Labor force, total",SL.TLF.TOTL.IN,39483787
Timor-Leste,TLS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,31.71270925
Timor-Leste,TLS,"Labor force, total",SL.TLF.TOTL.IN,267325
Togo,TGO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,49.21272192
Togo,TGO,"Labor force, total",SL.TLF.TOTL.IN,3254949
Tonga,TON,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,38.59010716
Tonga,TON,"Labor force, total",SL.TLF.TOTL.IN,39847
Trinidad and Tobago,TTO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.66627633
Trinidad and Tobago,TTO,"Labor force, total",SL.TLF.TOTL.IN,679757
Tunisia,TUN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,26.85967004
Tunisia,TUN,"Labor force, total",SL.TLF.TOTL.IN,4030016
Turkey,TUR,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,79.04000092
Turkey,TUR,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,71.11000061
Turkey,TUR,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,84.95999908
Turkey,TUR,Labor force with basic education (% of total),SL.TLF.BASC.ZS,49.34999847
Turkey,TUR,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,26.52000046
Turkey,TUR,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,69.73999786
Turkey,TUR,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,58.50999832
Turkey,TUR,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,35
Turkey,TUR,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,75.43000031
Turkey,TUR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,31.0499286
Turkey,TUR,"Labor force, total",SL.TLF.TOTL.IN,28630842
Turkmenistan,TKM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.05008212
Turkmenistan,TKM,"Labor force, total",SL.TLF.TOTL.IN,2489032
Uganda,UGA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.70609893
Uganda,UGA,"Labor force, total",SL.TLF.TOTL.IN,14172429
Ukraine,UKR,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,73.12999725
Ukraine,UKR,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,68.34999847
Ukraine,UKR,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,80.01999664
Ukraine,UKR,Labor force with basic education (% of total),SL.TLF.BASC.ZS,21.18000031
Ukraine,UKR,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,17.87000084
Ukraine,UKR,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,24.79999924
Ukraine,UKR,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,58.65999985
Ukraine,UKR,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,48.36999893
Ukraine,UKR,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,67.66999817
Ukraine,UKR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.4008972
Ukraine,UKR,"Labor force, total",SL.TLF.TOTL.IN,20936821
United Arab Emirates,ARE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,11.85831617
United Arab Emirates,ARE,"Labor force, total",SL.TLF.TOTL.IN,6367953
United Kingdom,GBR,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,83.69000244
United Kingdom,GBR,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,80.51999664
United Kingdom,GBR,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,87.12000275
United Kingdom,GBR,Labor force with basic education (% of total),SL.TLF.BASC.ZS,56.95999908
United Kingdom,GBR,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,47.79999924
United Kingdom,GBR,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,67.51999664
United Kingdom,GBR,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,74.30000305
United Kingdom,GBR,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,69.33000183
United Kingdom,GBR,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,78.79000092
United Kingdom,GBR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.4009402
United Kingdom,GBR,"Labor force, total",SL.TLF.TOTL.IN,33143656
United States,USA,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,75.51999664
United States,USA,Labor force with basic education (% of total),SL.TLF.BASC.ZS,45.9469986
United States,USA,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,60.13199997
United States,USA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.95011237
United States,USA,"Labor force, total",SL.TLF.TOTL.IN,159770001
Upper middle income,UMC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.34719646
Upper middle income,UMC,"Labor force, total",SL.TLF.TOTL.IN,1321738074
Uruguay,URY,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,77.65000153
Uruguay,URY,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,75.25
Uruguay,URY,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,81.38999939
Uruguay,URY,Labor force with basic education (% of total),SL.TLF.BASC.ZS,55.77999878
Uruguay,URY,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,43.15000153
Uruguay,URY,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,68.12999725
Uruguay,URY,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,78.73000336
Uruguay,URY,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,70.37000275
Uruguay,URY,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,88.15000153
Uruguay,URY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.96198663
Uruguay,URY,"Labor force, total",SL.TLF.TOTL.IN,1752278
Uzbekistan,UZB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,41.76304199
Uzbekistan,UZB,"Labor force, total",SL.TLF.TOTL.IN,14405658
Vanuatu,VUT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.774954
Vanuatu,VUT,"Labor force, total",SL.TLF.TOTL.IN,115212
"Venezuela, RB",VEN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.22565886
"Venezuela, RB",VEN,"Labor force, total",SL.TLF.TOTL.IN,14155261
Vietnam,VNM,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,86.06999969
Vietnam,VNM,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,85.37000275
Vietnam,VNM,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,86.80999756
Vietnam,VNM,Labor force with basic education (% of total),SL.TLF.BASC.ZS,80.06999969
Vietnam,VNM,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,77.12000275
Vietnam,VNM,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,83.16999817
Vietnam,VNM,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,75.95999908
Vietnam,VNM,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,69.37000275
Vietnam,VNM,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,80.91999817
Vietnam,VNM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.30828816
Vietnam,VNM,"Labor force, total",SL.TLF.TOTL.IN,54805167
Virgin Islands (U.S.),VIR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,49.81294682
Virgin Islands (U.S.),VIR,"Labor force, total",SL.TLF.TOTL.IN,51055
West Bank and Gaza,PSE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,20.26057757
West Bank and Gaza,PSE,"Labor force, total",SL.TLF.TOTL.IN,1131947
World,WLD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,39.26917447
World,WLD,"Labor force, total",SL.TLF.TOTL.IN,3331073408
"Yemen, Rep.",YEM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,8.201360092
"Yemen, Rep.",YEM,"Labor force, total",SL.TLF.TOTL.IN,5729318
Zambia,ZMB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.63017498
Zambia,ZMB,"Labor force, total",SL.TLF.TOTL.IN,6366546
Zimbabwe,ZWE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,49.17381607
Zimbabwe,ZWE,"Labor force, total",SL.TLF.TOTL.IN,7495849
